Date,Radius,Location,Query,TotalResults
2/15/2016,25,"Birmingham, AL",machine learning,24
2/15/2016,50,"Birmingham, AL",machine learning,35
2/15/2016,25,"Kansas City, MO",C#,261
2/15/2016,50,"Kansas City, MO",C#,270
2/15/2016,25,"Kansas City, MO",C# mvc,84
2/15/2016,50,"Kansas City, MO",C# mvc,85
2/15/2016,25,"Kansas City, MO",C# mvc angular,17
2/15/2016,50,"Kansas City, MO",C# mvc angular,17
2/15/2016,25,"Kansas City, MO",angular,92
2/15/2016,50,"Kansas City, MO",angular,93
2/15/2016,25,"Kansas City, MO",scala,8
2/15/2016,50,"Kansas City, MO",scala,8
2/15/2016,25,"Kansas City, MO",python,124
2/15/2016,50,"Kansas City, MO",python,136
2/15/2016,25,"Kansas City, MO",C++,103
2/15/2016,50,"Kansas City, MO",C++,110
2/15/2016,25,"Kansas City, MO",java,353
2/15/2016,50,"Kansas City, MO",java,370
2/15/2016,25,"Kansas City, MO",machine learning,55
2/15/2016,50,"Kansas City, MO",machine learning,63
2/15/2016,25,"Houston, TX",C#,508
2/15/2016,50,"Houston, TX",C#,549
2/15/2016,25,"Houston, TX",C# mvc,131
2/15/2016,50,"Houston, TX",C# mvc,138
2/15/2016,25,"Houston, TX",C# mvc angular,35
2/15/2016,50,"Houston, TX",C# mvc angular,36
2/15/2016,25,"Houston, TX",angular,100
2/15/2016,50,"Houston, TX",angular,103
2/15/2016,25,"Houston, TX",scala,21
2/15/2016,50,"Houston, TX",scala,21
2/15/2016,25,"Houston, TX",python,255
2/15/2016,50,"Houston, TX",python,268
2/15/2016,25,"Houston, TX",C++,286
2/15/2016,50,"Houston, TX",C++,297
2/15/2016,25,"Houston, TX",java,576
2/15/2016,50,"Houston, TX",java,595
2/15/2016,25,"Houston, TX",machine learning,148
2/15/2016,50,"Houston, TX",machine learning,160
2/15/2016,25,"Jacksonville, FL",C#,116
2/15/2016,50,"Jacksonville, FL",C#,117
2/15/2016,25,"Jacksonville, FL",C# mvc,47
2/15/2016,50,"Jacksonville, FL",C# mvc,47
2/15/2016,25,"Jacksonville, FL",C# mvc angular,4
2/15/2016,50,"Jacksonville, FL",C# mvc angular,4
2/15/2016,25,"Jacksonville, FL",angular,34
2/15/2016,50,"Jacksonville, FL",angular,37
2/15/2016,25,"Jacksonville, FL",scala,1
2/15/2016,50,"Jacksonville, FL",scala,1
2/15/2016,25,"Jacksonville, FL",python,36
2/15/2016,50,"Jacksonville, FL",python,37
2/15/2016,25,"Jacksonville, FL",C++,30
2/15/2016,50,"Jacksonville, FL",C++,37
2/15/2016,25,"Jacksonville, FL",java,170
2/15/2016,50,"Jacksonville, FL",java,173
2/15/2016,25,"Jacksonville, FL",machine learning,33
2/15/2016,50,"Jacksonville, FL",machine learning,35
2/15/2016,25,"Orlando, FL",C#,201
2/15/2016,50,"Orlando, FL",C#,214
2/15/2016,25,"Orlando, FL",C# mvc,53
2/15/2016,50,"Orlando, FL",C# mvc,57
2/15/2016,25,"Orlando, FL",C# mvc angular,5
2/15/2016,50,"Orlando, FL",C# mvc angular,7
2/15/2016,25,"Orlando, FL",angular,49
2/15/2016,50,"Orlando, FL",angular,52
2/15/2016,25,"Orlando, FL",scala,8
2/15/2016,50,"Orlando, FL",scala,8
2/15/2016,25,"Orlando, FL",python,117
2/15/2016,50,"Orlando, FL",python,129
2/15/2016,25,"Orlando, FL",C++,206
2/15/2016,50,"Orlando, FL",C++,241
2/15/2016,25,"Orlando, FL",java,390
2/15/2016,50,"Orlando, FL",java,420
2/15/2016,25,"Orlando, FL",machine learning,72
2/15/2016,50,"Orlando, FL",machine learning,106
2/15/2016,25,"Dallas, TX",C#,1227
2/15/2016,50,"Dallas, TX",C#,1432
2/15/2016,25,"Dallas, TX",C# mvc,498
2/15/2016,50,"Dallas, TX",C# mvc,568
2/15/2016,25,"Dallas, TX",C# mvc angular,114
2/15/2016,50,"Dallas, TX",C# mvc angular,133
2/15/2016,25,"Dallas, TX",angular,435
2/15/2016,50,"Dallas, TX",angular,487
2/15/2016,25,"Dallas, TX",scala,121
2/15/2016,50,"Dallas, TX",scala,123
2/15/2016,25,"Dallas, TX",python,718
2/15/2016,50,"Dallas, TX",python,779
2/15/2016,25,"Dallas, TX",C++,636
2/15/2016,50,"Dallas, TX",C++,754
2/15/2016,25,"Dallas, TX",java,2282
2/15/2016,50,"Dallas, TX",java,2600
2/15/2016,25,"Dallas, TX",machine learning,277
2/15/2016,50,"Dallas, TX",machine learning,344
2/15/2016,25,"Charlotte, NC",C#,313
2/15/2016,50,"Charlotte, NC",C#,323
2/15/2016,25,"Charlotte, NC",C# mvc,94
2/15/2016,50,"Charlotte, NC",C# mvc,94
2/15/2016,25,"Charlotte, NC",C# mvc angular,13
2/15/2016,50,"Charlotte, NC",C# mvc angular,13
2/15/2016,25,"Charlotte, NC",angular,168
2/15/2016,50,"Charlotte, NC",angular,169
2/15/2016,25,"Charlotte, NC",scala,16
2/15/2016,50,"Charlotte, NC",scala,16
2/15/2016,25,"Charlotte, NC",python,143
2/15/2016,50,"Charlotte, NC",python,143
2/15/2016,25,"Charlotte, NC",C++,110
2/15/2016,50,"Charlotte, NC",C++,111
2/15/2016,25,"Charlotte, NC",java,769
2/15/2016,50,"Charlotte, NC",java,774
2/15/2016,25,"Charlotte, NC",machine learning,68
2/15/2016,50,"Charlotte, NC",machine learning,84
2/15/2016,25,"Indianapolis, IN",C#,235
2/15/2016,50,"Indianapolis, IN",C#,250
2/15/2016,25,"Indianapolis, IN",C# mvc,35
2/15/2016,50,"Indianapolis, IN",C# mvc,37
2/15/2016,25,"Indianapolis, IN",C# mvc angular,3
2/15/2016,50,"Indianapolis, IN",C# mvc angular,3
2/15/2016,25,"Indianapolis, IN",angular,45
2/15/2016,50,"Indianapolis, IN",angular,49
2/15/2016,25,"Indianapolis, IN",scala,17
2/15/2016,50,"Indianapolis, IN",scala,17
2/15/2016,25,"Indianapolis, IN",python,87
2/15/2016,50,"Indianapolis, IN",python,96
2/15/2016,25,"Indianapolis, IN",C++,40
2/15/2016,50,"Indianapolis, IN",C++,51
2/15/2016,25,"Indianapolis, IN",java,326
2/15/2016,50,"Indianapolis, IN",java,349
2/15/2016,25,"Indianapolis, IN",machine learning,45
2/15/2016,50,"Indianapolis, IN",machine learning,57
2/15/2016,25,"San Antonio, TX",C#,164
2/15/2016,50,"San Antonio, TX",C#,167
2/15/2016,25,"San Antonio, TX",C# mvc,35
2/15/2016,50,"San Antonio, TX",C# mvc,35
2/15/2016,25,"San Antonio, TX",C# mvc angular,4
2/15/2016,50,"San Antonio, TX",C# mvc angular,4
2/15/2016,25,"San Antonio, TX",angular,30
2/15/2016,50,"San Antonio, TX",angular,30
2/15/2016,25,"San Antonio, TX",scala,10
2/15/2016,50,"San Antonio, TX",scala,11
2/15/2016,25,"San Antonio, TX",python,217
2/15/2016,50,"San Antonio, TX",python,219
2/15/2016,25,"San Antonio, TX",C++,129
2/15/2016,50,"San Antonio, TX",C++,134
2/15/2016,25,"San Antonio, TX",java,327
2/15/2016,50,"San Antonio, TX",java,330
2/15/2016,25,"San Antonio, TX",machine learning,42
2/15/2016,50,"San Antonio, TX",machine learning,50
2/15/2016,25,"Cleveland, OH",C#,329
2/15/2016,50,"Cleveland, OH",C#,390
2/15/2016,25,"Cleveland, OH",C# mvc,67
2/15/2016,50,"Cleveland, OH",C# mvc,79
2/15/2016,25,"Cleveland, OH",C# mvc angular,2
2/15/2016,50,"Cleveland, OH",C# mvc angular,3
2/15/2016,25,"Cleveland, OH",angular,41
2/15/2016,50,"Cleveland, OH",angular,45
2/15/2016,25,"Cleveland, OH",scala,0
2/15/2016,50,"Cleveland, OH",scala,0
2/15/2016,25,"Cleveland, OH",python,120
2/15/2016,50,"Cleveland, OH",python,139
2/15/2016,25,"Cleveland, OH",C++,153
2/15/2016,50,"Cleveland, OH",C++,185
2/15/2016,25,"Cleveland, OH",java,401
2/15/2016,50,"Cleveland, OH",java,468
2/15/2016,25,"Cleveland, OH",machine learning,53
2/15/2016,50,"Cleveland, OH",machine learning,76
2/15/2016,25,"Milwaukee, WI",C#,211
2/15/2016,50,"Milwaukee, WI",C#,251
2/15/2016,25,"Milwaukee, WI",C# mvc,50
2/15/2016,50,"Milwaukee, WI",C# mvc,68
2/15/2016,25,"Milwaukee, WI",C# mvc angular,11
2/15/2016,50,"Milwaukee, WI",C# mvc angular,14
2/15/2016,25,"Milwaukee, WI",angular,52
2/15/2016,50,"Milwaukee, WI",angular,58
2/15/2016,25,"Milwaukee, WI",scala,10
2/15/2016,50,"Milwaukee, WI",scala,10
2/15/2016,25,"Milwaukee, WI",python,108
2/15/2016,50,"Milwaukee, WI",python,112
2/15/2016,25,"Milwaukee, WI",C++,183
2/15/2016,50,"Milwaukee, WI",C++,195
2/15/2016,25,"Milwaukee, WI",java,288
2/15/2016,50,"Milwaukee, WI",java,327
2/15/2016,25,"Milwaukee, WI",machine learning,80
2/15/2016,50,"Milwaukee, WI",machine learning,108
2/15/2016,25,"Nashville, TN",C#,240
2/15/2016,50,"Nashville, TN",C#,248
2/15/2016,25,"Nashville, TN",C# mvc,72
2/15/2016,50,"Nashville, TN",C# mvc,74
2/15/2016,25,"Nashville, TN",C# mvc angular,11
2/15/2016,50,"Nashville, TN",C# mvc angular,11
2/15/2016,25,"Nashville, TN",angular,58
2/15/2016,50,"Nashville, TN",angular,58
2/15/2016,25,"Nashville, TN",scala,10
2/15/2016,50,"Nashville, TN",scala,10
2/15/2016,25,"Nashville, TN",python,79
2/15/2016,50,"Nashville, TN",python,83
2/15/2016,25,"Nashville, TN",C++,60
2/15/2016,50,"Nashville, TN",C++,68
2/15/2016,25,"Nashville, TN",java,293
2/15/2016,50,"Nashville, TN",java,300
2/15/2016,25,"Nashville, TN",machine learning,63
2/15/2016,50,"Nashville, TN",machine learning,80
2/15/2016,25,"Cincinnati, OH",C#,223
2/15/2016,50,"Cincinnati, OH",C#,341
2/15/2016,25,"Cincinnati, OH",C# mvc,68
2/15/2016,50,"Cincinnati, OH",C# mvc,87
2/15/2016,25,"Cincinnati, OH",C# mvc angular,19
2/15/2016,50,"Cincinnati, OH",C# mvc angular,19
2/15/2016,25,"Cincinnati, OH",angular,72
2/15/2016,50,"Cincinnati, OH",angular,87
2/15/2016,25,"Cincinnati, OH",scala,12
2/15/2016,50,"Cincinnati, OH",scala,14
2/15/2016,25,"Cincinnati, OH",python,101
2/15/2016,50,"Cincinnati, OH",python,166
2/15/2016,25,"Cincinnati, OH",C++,104
2/15/2016,50,"Cincinnati, OH",C++,251
2/15/2016,25,"Cincinnati, OH",java,477
2/15/2016,50,"Cincinnati, OH",java,658
2/15/2016,25,"Cincinnati, OH",machine learning,76
2/15/2016,50,"Cincinnati, OH",machine learning,111
2/15/2016,25,"Tampa, FL",C#,340
2/15/2016,50,"Tampa, FL",C#,371
2/15/2016,25,"Tampa, FL",C# mvc,100
2/15/2016,50,"Tampa, FL",C# mvc,108
2/15/2016,25,"Tampa, FL",C# mvc angular,25
2/15/2016,50,"Tampa, FL",C# mvc angular,27
2/15/2016,25,"Tampa, FL",angular,115
2/15/2016,50,"Tampa, FL",angular,119
2/15/2016,25,"Tampa, FL",scala,18
2/15/2016,50,"Tampa, FL",scala,18
2/15/2016,25,"Tampa, FL",python,171
2/15/2016,50,"Tampa, FL",python,190
2/15/2016,25,"Tampa, FL",C++,149
2/15/2016,50,"Tampa, FL",C++,184
2/15/2016,25,"Tampa, FL",java,602
2/15/2016,50,"Tampa, FL",java,644
2/15/2016,25,"Tampa, FL",machine learning,92
2/15/2016,50,"Tampa, FL",machine learning,124
2/15/2016,25,"Portland, OR",C#,384
2/15/2016,50,"Portland, OR",C#,408
2/15/2016,25,"Portland, OR",C# mvc,90
2/15/2016,50,"Portland, OR",C# mvc,99
2/15/2016,25,"Portland, OR",C# mvc angular,15
2/15/2016,50,"Portland, OR",C# mvc angular,15
2/15/2016,25,"Portland, OR",angular,131
2/15/2016,50,"Portland, OR",angular,131
2/15/2016,25,"Portland, OR",scala,65
2/15/2016,50,"Portland, OR",scala,65
2/15/2016,25,"Portland, OR",python,486
2/15/2016,50,"Portland, OR",python,489
2/15/2016,25,"Portland, OR",C++,470
2/15/2016,50,"Portland, OR",C++,477
2/15/2016,25,"Portland, OR",java,750
2/15/2016,50,"Portland, OR",java,765
2/15/2016,25,"Portland, OR",machine learning,157
2/15/2016,50,"Portland, OR",machine learning,163
2/15/2016,25,"Louisville, KY",C#,144
2/15/2016,50,"Louisville, KY",C#,158
2/15/2016,25,"Louisville, KY",C# mvc,33
2/15/2016,50,"Louisville, KY",C# mvc,38
2/15/2016,25,"Louisville, KY",C# mvc angular,2
2/15/2016,50,"Louisville, KY",C# mvc angular,2
2/15/2016,25,"Louisville, KY",angular,13
2/15/2016,50,"Louisville, KY",angular,14
2/15/2016,25,"Louisville, KY",scala,2
2/15/2016,50,"Louisville, KY",scala,2
2/15/2016,25,"Louisville, KY",python,42
2/15/2016,50,"Louisville, KY",python,42
2/15/2016,25,"Louisville, KY",C++,51
2/15/2016,50,"Louisville, KY",C++,54
2/15/2016,25,"Louisville, KY",java,98
2/15/2016,50,"Louisville, KY",java,116
2/15/2016,25,"Louisville, KY",machine learning,45
2/15/2016,50,"Louisville, KY",machine learning,55
2/15/2016,25,"Pittsburgh, PA",C#,321
2/15/2016,50,"Pittsburgh, PA",C#,335
2/15/2016,25,"Pittsburgh, PA",C# mvc,64
2/15/2016,50,"Pittsburgh, PA",C# mvc,64
2/15/2016,25,"Pittsburgh, PA",C# mvc angular,12
2/15/2016,50,"Pittsburgh, PA",C# mvc angular,12
2/15/2016,25,"Pittsburgh, PA",angular,89
2/15/2016,50,"Pittsburgh, PA",angular,91
2/15/2016,25,"Pittsburgh, PA",scala,1
2/15/2016,50,"Pittsburgh, PA",scala,1
2/15/2016,25,"Pittsburgh, PA",python,203
2/15/2016,50,"Pittsburgh, PA",python,210
2/15/2016,25,"Pittsburgh, PA",C++,265
2/15/2016,50,"Pittsburgh, PA",C++,274
2/15/2016,25,"Pittsburgh, PA",java,558
2/15/2016,50,"Pittsburgh, PA",java,580
2/15/2016,25,"Pittsburgh, PA",machine learning,92
2/15/2016,50,"Pittsburgh, PA",machine learning,102
2/15/2016,25,"Atlanta, GA",C#,937
2/15/2016,50,"Atlanta, GA",C#,980
2/15/2016,25,"Atlanta, GA",C# mvc,288
2/15/2016,50,"Atlanta, GA",C# mvc,297
2/15/2016,25,"Atlanta, GA",C# mvc angular,38
2/15/2016,50,"Atlanta, GA",C# mvc angular,40
2/15/2016,25,"Atlanta, GA",angular,322
2/15/2016,50,"Atlanta, GA",angular,336
2/15/2016,25,"Atlanta, GA",scala,89
2/15/2016,50,"Atlanta, GA",scala,93
2/15/2016,25,"Atlanta, GA",python,686
2/15/2016,50,"Atlanta, GA",python,716
2/15/2016,25,"Atlanta, GA",C++,487
2/15/2016,50,"Atlanta, GA",C++,551
2/15/2016,25,"Atlanta, GA",java,2014
2/15/2016,50,"Atlanta, GA",java,2131
2/15/2016,25,"Atlanta, GA",machine learning,193
2/15/2016,50,"Atlanta, GA",machine learning,218
2/15/2016,25,"Providence, RI",C#,84
2/15/2016,50,"Providence, RI",C#,1431
2/15/2016,25,"Providence, RI",C# mvc,10
2/15/2016,50,"Providence, RI",C# mvc,337
2/15/2016,25,"Providence, RI",C# mvc angular,1
2/15/2016,50,"Providence, RI",C# mvc angular,65
2/15/2016,25,"Providence, RI",angular,40
2/15/2016,50,"Providence, RI",angular,643
2/15/2016,25,"Providence, RI",scala,7
2/15/2016,50,"Providence, RI",scala,254
2/15/2016,25,"Providence, RI",python,63
2/15/2016,50,"Providence, RI",python,2355
2/15/2016,25,"Providence, RI",C++,100
2/15/2016,50,"Providence, RI",C++,1845
2/15/2016,25,"Providence, RI",java,235
2/15/2016,50,"Providence, RI",java,3833
2/15/2016,25,"Providence, RI",machine learning,36
2/15/2016,50,"Providence, RI",machine learning,771
2/15/2016,25,"Buffalo, NY",C#,86
2/15/2016,50,"Buffalo, NY",C#,87
2/15/2016,25,"Buffalo, NY",C# mvc,24
2/15/2016,50,"Buffalo, NY",C# mvc,24
2/15/2016,25,"Buffalo, NY",C# mvc angular,3
2/15/2016,50,"Buffalo, NY",C# mvc angular,3
2/15/2016,25,"Buffalo, NY",angular,16
2/15/2016,50,"Buffalo, NY",angular,16
2/15/2016,25,"Buffalo, NY",scala,0
2/15/2016,50,"Buffalo, NY",scala,0
2/15/2016,25,"Buffalo, NY",python,36
2/15/2016,50,"Buffalo, NY",python,36
2/15/2016,25,"Buffalo, NY",C++,47
2/15/2016,50,"Buffalo, NY",C++,48
2/15/2016,25,"Buffalo, NY",java,82
2/15/2016,50,"Buffalo, NY",java,85
2/15/2016,25,"Buffalo, NY",machine learning,43
2/15/2016,50,"Buffalo, NY",machine learning,68
2/15/2016,25,"St. Louis, MO",C#,367
2/15/2016,50,"St. Louis, MO",C#,374
2/15/2016,25,"St. Louis, MO",C# mvc,70
2/15/2016,50,"St. Louis, MO",C# mvc,72
2/15/2016,25,"St. Louis, MO",C# mvc angular,9
2/15/2016,50,"St. Louis, MO",C# mvc angular,9
2/15/2016,25,"St. Louis, MO",angular,91
2/15/2016,50,"St. Louis, MO",angular,96
2/15/2016,25,"St. Louis, MO",scala,72
2/15/2016,50,"St. Louis, MO",scala,72
2/15/2016,25,"St. Louis, MO",python,215
2/15/2016,50,"St. Louis, MO",python,224
2/15/2016,25,"St. Louis, MO",C++,164
2/15/2016,50,"St. Louis, MO",C++,172
2/15/2016,25,"St. Louis, MO",java,747
2/15/2016,50,"St. Louis, MO",java,814
2/15/2016,25,"St. Louis, MO",machine learning,98
2/15/2016,50,"St. Louis, MO",machine learning,103
2/15/2016,25,"Virginia Beach, VA",C#,82
2/15/2016,50,"Virginia Beach, VA",C#,106
2/15/2016,25,"Virginia Beach, VA",C# mvc,14
2/15/2016,50,"Virginia Beach, VA",C# mvc,17
2/15/2016,25,"Virginia Beach, VA",C# mvc angular,4
2/15/2016,50,"Virginia Beach, VA",C# mvc angular,6
2/15/2016,25,"Virginia Beach, VA",angular,21
2/15/2016,50,"Virginia Beach, VA",angular,29
2/15/2016,25,"Virginia Beach, VA",scala,1
2/15/2016,50,"Virginia Beach, VA",scala,1
2/15/2016,25,"Virginia Beach, VA",python,33
2/15/2016,50,"Virginia Beach, VA",python,55
2/15/2016,25,"Virginia Beach, VA",C++,50
2/15/2016,50,"Virginia Beach, VA",C++,72
2/15/2016,25,"Virginia Beach, VA",java,142
2/15/2016,50,"Virginia Beach, VA",java,188
2/15/2016,25,"Virginia Beach, VA",machine learning,24
2/15/2016,50,"Virginia Beach, VA",machine learning,44
2/15/2016,25,"Philadelphia, PA",C#,826
2/15/2016,50,"Philadelphia, PA",C#,1154
2/15/2016,25,"Philadelphia, PA",C# mvc,256
2/15/2016,50,"Philadelphia, PA",C# mvc,324
2/15/2016,25,"Philadelphia, PA",C# mvc angular,56
2/15/2016,50,"Philadelphia, PA",C# mvc angular,77
2/15/2016,25,"Philadelphia, PA",angular,235
2/15/2016,50,"Philadelphia, PA",angular,338
2/15/2016,25,"Philadelphia, PA",scala,124
2/15/2016,50,"Philadelphia, PA",scala,132
2/15/2016,25,"Philadelphia, PA",python,798
2/15/2016,50,"Philadelphia, PA",python,1019
2/15/2016,25,"Philadelphia, PA",C++,439
2/15/2016,50,"Philadelphia, PA",C++,696
2/15/2016,25,"Philadelphia, PA",java,1652
2/15/2016,50,"Philadelphia, PA",java,2260
2/15/2016,25,"Philadelphia, PA",machine learning,229
2/15/2016,50,"Philadelphia, PA",machine learning,365
2/15/2016,25,"New Orleans, LA",C#,29
2/15/2016,50,"New Orleans, LA",C#,37
2/15/2016,25,"New Orleans, LA",C# mvc,6
2/15/2016,50,"New Orleans, LA",C# mvc,8
2/15/2016,25,"New Orleans, LA",C# mvc angular,2
2/15/2016,50,"New Orleans, LA",C# mvc angular,2
2/15/2016,25,"New Orleans, LA",angular,8
2/15/2016,50,"New Orleans, LA",angular,9
2/15/2016,25,"New Orleans, LA",scala,4
2/15/2016,50,"New Orleans, LA",scala,4
2/15/2016,25,"New Orleans, LA",python,27
2/15/2016,50,"New Orleans, LA",python,35
2/15/2016,25,"New Orleans, LA",C++,14
2/15/2016,50,"New Orleans, LA",C++,20
2/15/2016,25,"New Orleans, LA",java,62
2/15/2016,50,"New Orleans, LA",java,85
2/15/2016,25,"New Orleans, LA",machine learning,17
2/15/2016,50,"New Orleans, LA",machine learning,20
2/15/2016,25,"Sacramento, CA",C#,134
2/15/2016,50,"Sacramento, CA",C#,149
2/15/2016,25,"Sacramento, CA",C# mvc,40
2/15/2016,50,"Sacramento, CA",C# mvc,43
2/15/2016,25,"Sacramento, CA",C# mvc angular,6
2/15/2016,50,"Sacramento, CA",C# mvc angular,7
2/15/2016,25,"Sacramento, CA",angular,39
2/15/2016,50,"Sacramento, CA",angular,41
2/15/2016,25,"Sacramento, CA",scala,5
2/15/2016,50,"Sacramento, CA",scala,5
2/15/2016,25,"Sacramento, CA",python,122
2/15/2016,50,"Sacramento, CA",python,133
2/15/2016,25,"Sacramento, CA",C++,91
2/15/2016,50,"Sacramento, CA",C++,104
2/15/2016,25,"Sacramento, CA",java,258
2/15/2016,50,"Sacramento, CA",java,279
2/15/2016,25,"Sacramento, CA",machine learning,124
2/15/2016,50,"Sacramento, CA",machine learning,167
2/15/2016,25,"Memphis, TN",C#,53
2/15/2016,50,"Memphis, TN",C#,53
2/15/2016,25,"Memphis, TN",C# mvc,6
2/15/2016,50,"Memphis, TN",C# mvc,6
2/15/2016,25,"Memphis, TN",C# mvc angular,0
2/15/2016,50,"Memphis, TN",C# mvc angular,0
2/15/2016,25,"Memphis, TN",angular,8
2/15/2016,50,"Memphis, TN",angular,8
2/15/2016,25,"Memphis, TN",scala,0
2/15/2016,50,"Memphis, TN",scala,0
2/15/2016,25,"Memphis, TN",python,10
2/15/2016,50,"Memphis, TN",python,10
2/15/2016,25,"Memphis, TN",C++,39
2/15/2016,50,"Memphis, TN",C++,40
2/15/2016,25,"Memphis, TN",java,88
2/15/2016,50,"Memphis, TN",java,89
2/15/2016,25,"Memphis, TN",machine learning,44
2/15/2016,50,"Memphis, TN",machine learning,46
2/15/2016,25,"San Diego, CA",C#,467
2/15/2016,50,"San Diego, CA",C#,543
2/15/2016,25,"San Diego, CA",C# mvc,80
2/15/2016,50,"San Diego, CA",C# mvc,99
2/15/2016,25,"San Diego, CA",C# mvc angular,24
2/15/2016,50,"San Diego, CA",C# mvc angular,30
2/15/2016,25,"San Diego, CA",angular,169
2/15/2016,50,"San Diego, CA",angular,200
2/15/2016,25,"San Diego, CA",scala,38
2/15/2016,50,"San Diego, CA",scala,44
2/15/2016,25,"San Diego, CA",python,530
2/15/2016,50,"San Diego, CA",python,596
2/15/2016,25,"San Diego, CA",C++,563
2/15/2016,50,"San Diego, CA",C++,640
2/15/2016,25,"San Diego, CA",java,868
2/15/2016,50,"San Diego, CA",java,965
2/15/2016,25,"San Diego, CA",machine learning,148
2/15/2016,50,"San Diego, CA",machine learning,197
2/15/2016,25,"Las Vegas, NV",C#,92
2/15/2016,50,"Las Vegas, NV",C#,92
2/15/2016,25,"Las Vegas, NV",C# mvc,9
2/15/2016,50,"Las Vegas, NV",C# mvc,9
2/15/2016,25,"Las Vegas, NV",C# mvc angular,1
2/15/2016,50,"Las Vegas, NV",C# mvc angular,1
2/15/2016,25,"Las Vegas, NV",angular,13
2/15/2016,50,"Las Vegas, NV",angular,13
2/15/2016,25,"Las Vegas, NV",scala,3
2/15/2016,50,"Las Vegas, NV",scala,3
2/15/2016,25,"Las Vegas, NV",python,47
2/15/2016,50,"Las Vegas, NV",python,47
2/15/2016,25,"Las Vegas, NV",C++,81
2/15/2016,50,"Las Vegas, NV",C++,81
2/15/2016,25,"Las Vegas, NV",java,110
2/15/2016,50,"Las Vegas, NV",java,110
2/15/2016,25,"Las Vegas, NV",machine learning,40
2/15/2016,50,"Las Vegas, NV",machine learning,40
2/15/2016,25,"New York, NY",C#,2178
2/15/2016,50,"New York, NY",C#,2841
2/15/2016,25,"New York, NY",C# mvc,465
2/15/2016,50,"New York, NY",C# mvc,611
2/15/2016,25,"New York, NY",C# mvc angular,101
2/15/2016,50,"New York, NY",C# mvc angular,124
2/15/2016,25,"New York, NY",angular,1073
2/15/2016,50,"New York, NY",angular,1285
2/15/2016,25,"New York, NY",scala,578
2/15/2016,50,"New York, NY",scala,614
2/15/2016,25,"New York, NY",python,3914
2/15/2016,50,"New York, NY",python,4503
2/15/2016,25,"New York, NY",C++,2251
2/15/2016,50,"New York, NY",C++,2827
2/15/2016,25,"New York, NY",java,6208
2/15/2016,50,"New York, NY",java,7757
2/15/2016,25,"New York, NY",machine learning,993
2/15/2016,50,"New York, NY",machine learning,1286
2/15/2016,25,"Chicago, IL",C#,1422
2/15/2016,50,"Chicago, IL",C#,1649
2/15/2016,25,"Chicago, IL",C# mvc,469
2/15/2016,50,"Chicago, IL",C# mvc,543
2/15/2016,25,"Chicago, IL",C# mvc angular,121
2/15/2016,50,"Chicago, IL",C# mvc angular,135
2/15/2016,25,"Chicago, IL",angular,452
2/15/2016,50,"Chicago, IL",angular,494
2/15/2016,25,"Chicago, IL",scala,158
2/15/2016,50,"Chicago, IL",scala,163
2/15/2016,25,"Chicago, IL",python,1400
2/15/2016,50,"Chicago, IL",python,1522
2/15/2016,25,"Chicago, IL",C++,921
2/15/2016,50,"Chicago, IL",C++,1043
2/15/2016,25,"Chicago, IL",java,2352
2/15/2016,50,"Chicago, IL",java,2700
2/15/2016,25,"Chicago, IL",machine learning,485
2/15/2016,50,"Chicago, IL",machine learning,581
2/15/2016,25,"Miami, FL",C#,242
2/15/2016,50,"Miami, FL",C#,342
2/15/2016,25,"Miami, FL",C# mvc,73
2/15/2016,50,"Miami, FL",C# mvc,109
2/15/2016,25,"Miami, FL",C# mvc angular,12
2/15/2016,50,"Miami, FL",C# mvc angular,17
2/15/2016,25,"Miami, FL",angular,54
2/15/2016,50,"Miami, FL",angular,83
2/15/2016,25,"Miami, FL",scala,9
2/15/2016,50,"Miami, FL",scala,15
2/15/2016,25,"Miami, FL",python,138
2/15/2016,50,"Miami, FL",python,176
2/15/2016,25,"Miami, FL",C++,175
2/15/2016,50,"Miami, FL",C++,228
2/15/2016,25,"Miami, FL",java,418
2/15/2016,50,"Miami, FL",java,588
2/15/2016,25,"Miami, FL",machine learning,53
2/15/2016,50,"Miami, FL",machine learning,77
2/15/2016,25,"Detroit, MI",C#,367
2/15/2016,50,"Detroit, MI",C#,508
2/15/2016,25,"Detroit, MI",C# mvc,71
2/15/2016,50,"Detroit, MI",C# mvc,97
2/15/2016,25,"Detroit, MI",C# mvc angular,8
2/15/2016,50,"Detroit, MI",C# mvc angular,10
2/15/2016,25,"Detroit, MI",angular,73
2/15/2016,50,"Detroit, MI",angular,123
2/15/2016,25,"Detroit, MI",scala,16
2/15/2016,50,"Detroit, MI",scala,20
2/15/2016,25,"Detroit, MI",python,186
2/15/2016,50,"Detroit, MI",python,355
2/15/2016,25,"Detroit, MI",C++,483
2/15/2016,50,"Detroit, MI",C++,666
2/15/2016,25,"Detroit, MI",java,785
2/15/2016,50,"Detroit, MI",java,1090
2/15/2016,25,"Detroit, MI",machine learning,134
2/15/2016,50,"Detroit, MI",machine learning,183
2/15/2016,25,"Los Angeles, CA",C#,1039
2/15/2016,50,"Los Angeles, CA",C#,1810
2/15/2016,25,"Los Angeles, CA",C# mvc,279
2/15/2016,50,"Los Angeles, CA",C# mvc,485
2/15/2016,25,"Los Angeles, CA",C# mvc angular,58
2/15/2016,50,"Los Angeles, CA",C# mvc angular,108
