Date,Radius,Location,Query,TotalResults
8/6/2015,50,"Indianapolis, IN",python,105
8/6/2015,25,"Indianapolis, IN",C++,68
8/6/2015,50,"Indianapolis, IN",C++,96
8/6/2015,25,"Indianapolis, IN",java,278
8/6/2015,50,"Indianapolis, IN",java,324
8/6/2015,25,"Indianapolis, IN",machine learning,43
8/6/2015,50,"Indianapolis, IN",machine learning,55
8/6/2015,25,"San Antonio, TX",C#,130
8/6/2015,50,"San Antonio, TX",C#,142
8/6/2015,25,"San Antonio, TX",C# mvc,21
8/6/2015,50,"San Antonio, TX",C# mvc,23
8/6/2015,25,"San Antonio, TX",C# mvc angular,0
8/6/2015,50,"San Antonio, TX",C# mvc angular,0
8/6/2015,25,"San Antonio, TX",angular,25
8/6/2015,50,"San Antonio, TX",angular,28
8/6/2015,25,"San Antonio, TX",scala,2
8/6/2015,50,"San Antonio, TX",scala,2
8/6/2015,25,"San Antonio, TX",python,146
8/6/2015,50,"San Antonio, TX",python,149
8/6/2015,25,"San Antonio, TX",C++,124
8/6/2015,50,"San Antonio, TX",C++,125
8/6/2015,25,"San Antonio, TX",java,255
8/6/2015,50,"San Antonio, TX",java,259
8/6/2015,25,"San Antonio, TX",machine learning,28
8/6/2015,50,"San Antonio, TX",machine learning,33
8/6/2015,25,"Cleveland, OH",C#,279
8/6/2015,50,"Cleveland, OH",C#,342
8/6/2015,25,"Cleveland, OH",C# mvc,62
8/6/2015,50,"Cleveland, OH",C# mvc,87
8/6/2015,25,"Cleveland, OH",C# mvc angular,6
8/6/2015,50,"Cleveland, OH",C# mvc angular,13
8/6/2015,25,"Cleveland, OH",angular,28
8/6/2015,50,"Cleveland, OH",angular,45
8/6/2015,25,"Cleveland, OH",scala,3
8/6/2015,50,"Cleveland, OH",scala,3
8/6/2015,25,"Cleveland, OH",python,94
8/6/2015,50,"Cleveland, OH",python,111
8/6/2015,25,"Cleveland, OH",C++,118
8/6/2015,50,"Cleveland, OH",C++,138
8/6/2015,25,"Cleveland, OH",java,354
8/6/2015,50,"Cleveland, OH",java,413
8/6/2015,25,"Cleveland, OH",machine learning,63
8/6/2015,50,"Cleveland, OH",machine learning,94
8/6/2015,25,"Milwaukee, WI",C#,193
8/6/2015,50,"Milwaukee, WI",C#,220
8/6/2015,25,"Milwaukee, WI",C# mvc,39
8/6/2015,50,"Milwaukee, WI",C# mvc,53
8/6/2015,25,"Milwaukee, WI",C# mvc angular,7
8/6/2015,50,"Milwaukee, WI",C# mvc angular,10
8/6/2015,25,"Milwaukee, WI",angular,32
8/6/2015,50,"Milwaukee, WI",angular,36
8/6/2015,25,"Milwaukee, WI",scala,3
8/6/2015,50,"Milwaukee, WI",scala,6
8/6/2015,25,"Milwaukee, WI",python,89
8/6/2015,50,"Milwaukee, WI",python,96
8/6/2015,25,"Milwaukee, WI",C++,130
8/6/2015,50,"Milwaukee, WI",C++,150
8/6/2015,25,"Milwaukee, WI",java,269
8/6/2015,50,"Milwaukee, WI",java,317
8/6/2015,25,"Milwaukee, WI",machine learning,81
8/6/2015,50,"Milwaukee, WI",machine learning,119
8/6/2015,25,"Nashville, TN",C#,216
8/6/2015,50,"Nashville, TN",C#,223
8/6/2015,25,"Nashville, TN",C# mvc,75
8/6/2015,50,"Nashville, TN",C# mvc,76
8/6/2015,25,"Nashville, TN",C# mvc angular,8
8/6/2015,50,"Nashville, TN",C# mvc angular,8
8/6/2015,25,"Nashville, TN",angular,35
8/6/2015,50,"Nashville, TN",angular,35
8/6/2015,25,"Nashville, TN",scala,6
8/6/2015,50,"Nashville, TN",scala,6
8/6/2015,25,"Nashville, TN",python,76
8/6/2015,50,"Nashville, TN",python,78
8/6/2015,25,"Nashville, TN",C++,48
8/6/2015,50,"Nashville, TN",C++,53
8/6/2015,25,"Nashville, TN",java,261
8/6/2015,50,"Nashville, TN",java,268
8/6/2015,25,"Nashville, TN",machine learning,69
8/6/2015,50,"Nashville, TN",machine learning,84
8/6/2015,25,"Cincinnati, OH",C#,185
8/6/2015,50,"Cincinnati, OH",C#,272
8/6/2015,25,"Cincinnati, OH",C# mvc,44
8/6/2015,50,"Cincinnati, OH",C# mvc,58
8/6/2015,25,"Cincinnati, OH",C# mvc angular,8
8/6/2015,50,"Cincinnati, OH",C# mvc angular,8
8/6/2015,25,"Cincinnati, OH",angular,37
8/6/2015,50,"Cincinnati, OH",angular,43
8/6/2015,25,"Cincinnati, OH",scala,1
8/6/2015,50,"Cincinnati, OH",scala,3
8/6/2015,25,"Cincinnati, OH",python,57
8/6/2015,50,"Cincinnati, OH",python,116
8/6/2015,25,"Cincinnati, OH",C++,99
8/6/2015,50,"Cincinnati, OH",C++,218
8/6/2015,25,"Cincinnati, OH",java,394
8/6/2015,50,"Cincinnati, OH",java,553
8/6/2015,25,"Cincinnati, OH",machine learning,63
8/6/2015,50,"Cincinnati, OH",machine learning,104
8/6/2015,25,"Tampa, FL",C#,400
8/6/2015,50,"Tampa, FL",C#,437
8/6/2015,25,"Tampa, FL",C# mvc,108
8/6/2015,50,"Tampa, FL",C# mvc,122
8/6/2015,25,"Tampa, FL",C# mvc angular,18
8/6/2015,50,"Tampa, FL",C# mvc angular,19
8/6/2015,25,"Tampa, FL",angular,59
8/6/2015,50,"Tampa, FL",angular,62
8/6/2015,25,"Tampa, FL",scala,9
8/6/2015,50,"Tampa, FL",scala,9
8/6/2015,25,"Tampa, FL",python,137
8/6/2015,50,"Tampa, FL",python,144
8/6/2015,25,"Tampa, FL",C++,142
8/6/2015,50,"Tampa, FL",C++,156
8/6/2015,25,"Tampa, FL",java,552
8/6/2015,50,"Tampa, FL",java,577
8/6/2015,25,"Tampa, FL",machine learning,93
8/6/2015,50,"Tampa, FL",machine learning,113
8/6/2015,25,"Portland, OR",C#,420
8/6/2015,50,"Portland, OR",C#,447
8/6/2015,25,"Portland, OR",C# mvc,101
8/6/2015,50,"Portland, OR",C# mvc,107
8/6/2015,25,"Portland, OR",C# mvc angular,9
8/6/2015,50,"Portland, OR",C# mvc angular,9
8/6/2015,25,"Portland, OR",angular,91
8/6/2015,50,"Portland, OR",angular,91
8/6/2015,25,"Portland, OR",scala,58
8/6/2015,50,"Portland, OR",scala,58
8/6/2015,25,"Portland, OR",python,487
8/6/2015,50,"Portland, OR",python,491
8/6/2015,25,"Portland, OR",C++,404
8/6/2015,50,"Portland, OR",C++,407
8/6/2015,25,"Portland, OR",java,725
8/6/2015,50,"Portland, OR",java,733
8/6/2015,25,"Portland, OR",machine learning,129
8/6/2015,50,"Portland, OR",machine learning,144
8/6/2015,25,"Louisville, KY",C#,130
8/6/2015,50,"Louisville, KY",C#,138
8/6/2015,25,"Louisville, KY",C# mvc,36
8/6/2015,50,"Louisville, KY",C# mvc,38
8/6/2015,25,"Louisville, KY",C# mvc angular,2
8/6/2015,50,"Louisville, KY",C# mvc angular,2
8/6/2015,25,"Louisville, KY",angular,8
8/6/2015,50,"Louisville, KY",angular,8
8/6/2015,25,"Louisville, KY",scala,1
8/6/2015,50,"Louisville, KY",scala,1
8/6/2015,25,"Louisville, KY",python,28
8/6/2015,50,"Louisville, KY",python,29
8/6/2015,25,"Louisville, KY",C++,35
8/6/2015,50,"Louisville, KY",C++,37
8/6/2015,25,"Louisville, KY",java,93
8/6/2015,50,"Louisville, KY",java,116
8/6/2015,25,"Louisville, KY",machine learning,28
8/6/2015,50,"Louisville, KY",machine learning,37
8/6/2015,25,"Pittsburgh, PA",C#,277
8/6/2015,50,"Pittsburgh, PA",C#,297
8/6/2015,25,"Pittsburgh, PA",C# mvc,60
8/6/2015,50,"Pittsburgh, PA",C# mvc,68
8/6/2015,25,"Pittsburgh, PA",C# mvc angular,10
8/6/2015,50,"Pittsburgh, PA",C# mvc angular,11
8/6/2015,25,"Pittsburgh, PA",angular,77
8/6/2015,50,"Pittsburgh, PA",angular,84
8/6/2015,25,"Pittsburgh, PA",scala,11
8/6/2015,50,"Pittsburgh, PA",scala,12
8/6/2015,25,"Pittsburgh, PA",python,193
8/6/2015,50,"Pittsburgh, PA",python,195
8/6/2015,25,"Pittsburgh, PA",C++,229
8/6/2015,50,"Pittsburgh, PA",C++,235
8/6/2015,25,"Pittsburgh, PA",java,581
8/6/2015,50,"Pittsburgh, PA",java,601
8/6/2015,25,"Pittsburgh, PA",machine learning,80
8/6/2015,50,"Pittsburgh, PA",machine learning,85
8/6/2015,25,"Atlanta, GA",C#,1090
8/6/2015,50,"Atlanta, GA",C#,1151
8/6/2015,25,"Atlanta, GA",C# mvc,330
8/6/2015,50,"Atlanta, GA",C# mvc,345
8/6/2015,25,"Atlanta, GA",C# mvc angular,38
8/6/2015,50,"Atlanta, GA",C# mvc angular,39
8/6/2015,25,"Atlanta, GA",angular,268
8/6/2015,50,"Atlanta, GA",angular,287
8/6/2015,25,"Atlanta, GA",scala,92
8/6/2015,50,"Atlanta, GA",scala,100
8/6/2015,25,"Atlanta, GA",python,693
8/6/2015,50,"Atlanta, GA",python,735
8/6/2015,25,"Atlanta, GA",C++,521
8/6/2015,50,"Atlanta, GA",C++,615
8/6/2015,25,"Atlanta, GA",java,2096
8/6/2015,50,"Atlanta, GA",java,2249
8/6/2015,25,"Atlanta, GA",machine learning,184
8/6/2015,50,"Atlanta, GA",machine learning,210
8/6/2015,25,"Providence, RI",C#,89
8/6/2015,50,"Providence, RI",C#,1272
8/6/2015,25,"Providence, RI",C# mvc,18
8/6/2015,50,"Providence, RI",C# mvc,256
8/6/2015,25,"Providence, RI",C# mvc angular,2
8/6/2015,50,"Providence, RI",C# mvc angular,24
8/6/2015,25,"Providence, RI",angular,35
8/6/2015,50,"Providence, RI",angular,456
8/6/2015,25,"Providence, RI",scala,3
8/6/2015,50,"Providence, RI",scala,245
8/6/2015,25,"Providence, RI",python,53
8/6/2015,50,"Providence, RI",python,2055
8/6/2015,25,"Providence, RI",C++,76
8/6/2015,50,"Providence, RI",C++,1552
8/6/2015,25,"Providence, RI",java,201
8/6/2015,50,"Providence, RI",java,3513
8/6/2015,25,"Providence, RI",machine learning,28
8/6/2015,50,"Providence, RI",machine learning,655
8/6/2015,25,"Buffalo, NY",C#,85
8/6/2015,50,"Buffalo, NY",C#,86
8/6/2015,25,"Buffalo, NY",C# mvc,19
8/6/2015,50,"Buffalo, NY",C# mvc,19
8/6/2015,25,"Buffalo, NY",C# mvc angular,2
8/6/2015,50,"Buffalo, NY",C# mvc angular,2
8/6/2015,25,"Buffalo, NY",angular,14
8/6/2015,50,"Buffalo, NY",angular,14
8/6/2015,25,"Buffalo, NY",scala,0
8/6/2015,50,"Buffalo, NY",scala,0
8/6/2015,25,"Buffalo, NY",python,28
8/6/2015,50,"Buffalo, NY",python,29
8/6/2015,25,"Buffalo, NY",C++,35
8/6/2015,50,"Buffalo, NY",C++,37
8/6/2015,25,"Buffalo, NY",java,123
8/6/2015,50,"Buffalo, NY",java,124
8/6/2015,25,"Buffalo, NY",machine learning,19
8/6/2015,50,"Buffalo, NY",machine learning,21
8/6/2015,25,"St. Louis, MO",C#,357
8/6/2015,50,"St. Louis, MO",C#,366
8/6/2015,25,"St. Louis, MO",C# mvc,77
8/6/2015,50,"St. Louis, MO",C# mvc,79
8/6/2015,25,"St. Louis, MO",C# mvc angular,11
8/6/2015,50,"St. Louis, MO",C# mvc angular,11
8/6/2015,25,"St. Louis, MO",angular,65
8/6/2015,50,"St. Louis, MO",angular,70
8/6/2015,25,"St. Louis, MO",scala,64
8/6/2015,50,"St. Louis, MO",scala,64
8/6/2015,25,"St. Louis, MO",python,187
8/6/2015,50,"St. Louis, MO",python,204
8/6/2015,25,"St. Louis, MO",C++,140
8/6/2015,50,"St. Louis, MO",C++,150
8/6/2015,25,"St. Louis, MO",java,618
8/6/2015,50,"St. Louis, MO",java,696
8/6/2015,25,"St. Louis, MO",machine learning,72
8/6/2015,50,"St. Louis, MO",machine learning,84
8/6/2015,25,"Virginia Beach, VA",C#,61
8/6/2015,50,"Virginia Beach, VA",C#,89
8/6/2015,25,"Virginia Beach, VA",C# mvc,12
8/6/2015,50,"Virginia Beach, VA",C# mvc,14
8/6/2015,25,"Virginia Beach, VA",C# mvc angular,1
8/6/2015,50,"Virginia Beach, VA",C# mvc angular,2
8/6/2015,25,"Virginia Beach, VA",angular,7
8/6/2015,50,"Virginia Beach, VA",angular,11
8/6/2015,25,"Virginia Beach, VA",scala,1
8/6/2015,50,"Virginia Beach, VA",scala,2
8/6/2015,25,"Virginia Beach, VA",python,33
8/6/2015,50,"Virginia Beach, VA",python,85
8/6/2015,25,"Virginia Beach, VA",C++,45
8/6/2015,50,"Virginia Beach, VA",C++,75
8/6/2015,25,"Virginia Beach, VA",java,99
8/6/2015,50,"Virginia Beach, VA",java,173
8/6/2015,25,"Virginia Beach, VA",machine learning,20
8/6/2015,50,"Virginia Beach, VA",machine learning,32
8/6/2015,25,"Philadelphia, PA",C#,743
8/6/2015,50,"Philadelphia, PA",C#,1043
8/6/2015,25,"Philadelphia, PA",C# mvc,272
8/6/2015,50,"Philadelphia, PA",C# mvc,340
8/6/2015,25,"Philadelphia, PA",C# mvc angular,84
8/6/2015,50,"Philadelphia, PA",C# mvc angular,96
8/6/2015,25,"Philadelphia, PA",angular,283
8/6/2015,50,"Philadelphia, PA",angular,361
8/6/2015,25,"Philadelphia, PA",scala,108
8/6/2015,50,"Philadelphia, PA",scala,114
8/6/2015,25,"Philadelphia, PA",python,574
8/6/2015,50,"Philadelphia, PA",python,768
8/6/2015,25,"Philadelphia, PA",C++,388
8/6/2015,50,"Philadelphia, PA",C++,609
8/6/2015,25,"Philadelphia, PA",java,1453
8/6/2015,50,"Philadelphia, PA",java,1974
8/6/2015,25,"Philadelphia, PA",machine learning,194
8/6/2015,50,"Philadelphia, PA",machine learning,288
8/6/2015,25,"New Orleans, LA",C#,34
8/6/2015,50,"New Orleans, LA",C#,43
8/6/2015,25,"New Orleans, LA",C# mvc,7
8/6/2015,50,"New Orleans, LA",C# mvc,9
8/6/2015,25,"New Orleans, LA",C# mvc angular,2
8/6/2015,50,"New Orleans, LA",C# mvc angular,3
8/6/2015,25,"New Orleans, LA",angular,2
8/6/2015,50,"New Orleans, LA",angular,6
8/6/2015,25,"New Orleans, LA",scala,3
8/6/2015,50,"New Orleans, LA",scala,3
8/6/2015,25,"New Orleans, LA",python,15
8/6/2015,50,"New Orleans, LA",python,23
8/6/2015,25,"New Orleans, LA",C++,11
8/6/2015,50,"New Orleans, LA",C++,18
8/6/2015,25,"New Orleans, LA",java,49
8/6/2015,50,"New Orleans, LA",java,62
8/6/2015,25,"New Orleans, LA",machine learning,32
8/6/2015,50,"New Orleans, LA",machine learning,36
8/6/2015,25,"Sacramento, CA",C#,168
8/6/2015,50,"Sacramento, CA",C#,180
8/6/2015,25,"Sacramento, CA",C# mvc,45
8/6/2015,50,"Sacramento, CA",C# mvc,49
8/6/2015,25,"Sacramento, CA",C# mvc angular,2
8/6/2015,50,"Sacramento, CA",C# mvc angular,3
8/6/2015,25,"Sacramento, CA",angular,34
8/6/2015,50,"Sacramento, CA",angular,36
8/6/2015,25,"Sacramento, CA",scala,3
8/6/2015,50,"Sacramento, CA",scala,3
8/6/2015,25,"Sacramento, CA",python,108
8/6/2015,50,"Sacramento, CA",python,113
8/6/2015,25,"Sacramento, CA",C++,104
8/6/2015,50,"Sacramento, CA",C++,119
8/6/2015,25,"Sacramento, CA",java,233
8/6/2015,50,"Sacramento, CA",java,242
8/6/2015,25,"Sacramento, CA",machine learning,74
8/6/2015,50,"Sacramento, CA",machine learning,88
8/6/2015,25,"Memphis, TN",C#,54
8/6/2015,50,"Memphis, TN",C#,54
8/6/2015,25,"Memphis, TN",C# mvc,11
8/6/2015,50,"Memphis, TN",C# mvc,11
8/6/2015,25,"Memphis, TN",C# mvc angular,0
8/6/2015,50,"Memphis, TN",C# mvc angular,0
8/6/2015,25,"Memphis, TN",angular,6
8/6/2015,50,"Memphis, TN",angular,7
8/6/2015,25,"Memphis, TN",scala,0
8/6/2015,50,"Memphis, TN",scala,0
8/6/2015,25,"Memphis, TN",python,27
8/6/2015,50,"Memphis, TN",python,27
8/6/2015,25,"Memphis, TN",C++,36
8/6/2015,50,"Memphis, TN",C++,36
8/6/2015,25,"Memphis, TN",java,77
8/6/2015,50,"Memphis, TN",java,77
8/6/2015,25,"Memphis, TN",machine learning,33
8/6/2015,50,"Memphis, TN",machine learning,36
8/6/2015,25,"San Diego, CA",C#,523
8/6/2015,50,"San Diego, CA",C#,607
8/6/2015,25,"San Diego, CA",C# mvc,115
8/6/2015,50,"San Diego, CA",C# mvc,123
8/6/2015,25,"San Diego, CA",C# mvc angular,26
8/6/2015,50,"San Diego, CA",C# mvc angular,26
8/6/2015,25,"San Diego, CA",angular,138
8/6/2015,50,"San Diego, CA",angular,153
8/6/2015,25,"San Diego, CA",scala,22
8/6/2015,50,"San Diego, CA",scala,27
8/6/2015,25,"San Diego, CA",python,492
8/6/2015,50,"San Diego, CA",python,598
8/6/2015,25,"San Diego, CA",C++,617
8/6/2015,50,"San Diego, CA",C++,748
8/6/2015,25,"San Diego, CA",java,877
8/6/2015,50,"San Diego, CA",java,1014
8/6/2015,25,"San Diego, CA",machine learning,138
8/6/2015,50,"San Diego, CA",machine learning,178
8/6/2015,25,"Las Vegas, NV",C#,97
8/6/2015,50,"Las Vegas, NV",C#,97
8/6/2015,25,"Las Vegas, NV",C# mvc,10
8/6/2015,50,"Las Vegas, NV",C# mvc,10
8/6/2015,25,"Las Vegas, NV",C# mvc angular,2
8/6/2015,50,"Las Vegas, NV",C# mvc angular,2
8/6/2015,25,"Las Vegas, NV",angular,18
8/6/2015,50,"Las Vegas, NV",angular,18
8/6/2015,25,"Las Vegas, NV",scala,3
8/6/2015,50,"Las Vegas, NV",scala,3
8/6/2015,25,"Las Vegas, NV",python,48
8/6/2015,50,"Las Vegas, NV",python,48
8/6/2015,25,"Las Vegas, NV",C++,94
8/6/2015,50,"Las Vegas, NV",C++,94
8/6/2015,25,"Las Vegas, NV",java,143
8/6/2015,50,"Las Vegas, NV",java,143
8/6/2015,25,"Las Vegas, NV",machine learning,30
8/6/2015,50,"Las Vegas, NV",machine learning,31
8/6/2015,25,"New York, NY",C#,2588
8/6/2015,50,"New York, NY",C#,3203
8/6/2015,25,"New York, NY",C# mvc,455
8/6/2015,50,"New York, NY",C# mvc,600
8/6/2015,25,"New York, NY",C# mvc angular,50
8/6/2015,50,"New York, NY",C# mvc angular,73
8/6/2015,25,"New York, NY",angular,912
8/6/2015,50,"New York, NY",angular,1075
8/6/2015,25,"New York, NY",scala,606
8/6/2015,50,"New York, NY",scala,639
8/6/2015,25,"New York, NY",python,4026
8/6/2015,50,"New York, NY",python,4537
8/6/2015,25,"New York, NY",C++,2803
8/6/2015,50,"New York, NY",C++,3280
8/6/2015,25,"New York, NY",java,7091
8/6/2015,50,"New York, NY",java,8459
8/6/2015,25,"New York, NY",machine learning,955
8/6/2015,50,"New York, NY",machine learning,1150
8/6/2015,25,"Chicago, IL",C#,1305
8/6/2015,50,"Chicago, IL",C#,1495
8/6/2015,25,"Chicago, IL",C# mvc,380
8/6/2015,50,"Chicago, IL",C# mvc,421
8/6/2015,25,"Chicago, IL",C# mvc angular,76
8/6/2015,50,"Chicago, IL",C# mvc angular,81
8/6/2015,25,"Chicago, IL",angular,329
8/6/2015,50,"Chicago, IL",angular,365
8/6/2015,25,"Chicago, IL",scala,88
8/6/2015,50,"Chicago, IL",scala,92
8/6/2015,25,"Chicago, IL",python,1181
8/6/2015,50,"Chicago, IL",python,1293
8/6/2015,25,"Chicago, IL",C++,854
8/6/2015,50,"Chicago, IL",C++,964
8/6/2015,25,"Chicago, IL",java,2100
8/6/2015,50,"Chicago, IL",java,2465
8/6/2015,25,"Chicago, IL",machine learning,322
8/6/2015,50,"Chicago, IL",machine learning,436
8/6/2015,25,"Miami, FL",C#,282
8/6/2015,50,"Miami, FL",C#,425
8/6/2015,25,"Miami, FL",C# mvc,67
8/6/2015,50,"Miami, FL",C# mvc,105
8/6/2015,25,"Miami, FL",C# mvc angular,4
8/6/2015,50,"Miami, FL",C# mvc angular,8
8/6/2015,25,"Miami, FL",angular,44
8/6/2015,50,"Miami, FL",angular,73
8/6/2015,25,"Miami, FL",scala,17
8/6/2015,50,"Miami, FL",scala,22
8/6/2015,25,"Miami, FL",python,116
8/6/2015,50,"Miami, FL",python,167
8/6/2015,25,"Miami, FL",C++,152
8/6/2015,50,"Miami, FL",C++,193
8/6/2015,25,"Miami, FL",java,398
8/6/2015,50,"Miami, FL",java,559
8/6/2015,25,"Miami, FL",machine learning,68
8/6/2015,50,"Miami, FL",machine learning,90
8/6/2015,25,"Detroit, MI",C#,468
8/6/2015,50,"Detroit, MI",C#,682
8/6/2015,25,"Detroit, MI",C# mvc,66
8/6/2015,50,"Detroit, MI",C# mvc,83
8/6/2015,25,"Detroit, MI",C# mvc angular,6
8/6/2015,50,"Detroit, MI",C# mvc angular,6
8/6/2015,25,"Detroit, MI",angular,55
8/6/2015,50,"Detroit, MI",angular,78
8/6/2015,25,"Detroit, MI",scala,2
8/6/2015,50,"Detroit, MI",scala,5
8/6/2015,25,"Detroit, MI",python,200
8/6/2015,50,"Detroit, MI",python,298
8/6/2015,25,"Detroit, MI",C++,514
8/6/2015,50,"Detroit, MI",C++,678
8/6/2015,25,"Detroit, MI",java,1007
8/6/2015,50,"Detroit, MI",java,1469
8/6/2015,25,"Detroit, MI",machine learning,118
8/6/2015,50,"Detroit, MI",machine learning,162
8/6/2015,25,"Los Angeles, CA",C#,960
8/6/2015,50,"Los Angeles, CA",C#,1622
8/6/2015,25,"Los Angeles, CA",C# mvc,255
8/6/2015,50,"Los Angeles, CA",C# mvc,467
8/6/2015,25,"Los Angeles, CA",C# mvc angular,51
8/6/2015,50,"Los Angeles, CA",C# mvc angular,73
8/6/2015,25,"Los Angeles, CA",angular,358
8/6/2015,50,"Los Angeles, CA",angular,527
8/6/2015,25,"Los Angeles, CA",scala,135
8/6/2015,50,"Los Angeles, CA",scala,164
8/6/2015,25,"Los Angeles, CA",python,1211
8/6/2015,50,"Los Angeles, CA",python,1621
8/6/2015,25,"Los Angeles, CA",C++,867
8/6/2015,50,"Los Angeles, CA",C++,1398
8/6/2015,25,"Los Angeles, CA",java,1890
8/6/2015,50,"Los Angeles, CA",java,2759
8/6/2015,25,"Los Angeles, CA",machine learning,395
8/6/2015,50,"Los Angeles, CA",machine learning,544
8/6/2015,25,"Riverside, CA",C#,113
8/6/2015,50,"Riverside, CA",C#,1075
8/6/2015,25,"Riverside, CA",C# mvc,26
8/6/2015,50,"Riverside, CA",C# mvc,294
8/6/2015,25,"Riverside, CA",C# mvc angular,3
8/6/2015,50,"Riverside, CA",C# mvc angular,47
8/6/2015,25,"Riverside, CA",angular,31
8/6/2015,50,"Riverside, CA",angular,303
8/6/2015,25,"Riverside, CA",scala,2
8/6/2015,50,"Riverside, CA",scala,75
8/6/2015,25,"Riverside, CA",python,104
8/6/2015,50,"Riverside, CA",python,829
8/6/2015,25,"Riverside, CA",C++,99
8/6/2015,50,"Riverside, CA",C++,881
8/6/2015,25,"Riverside, CA",java,172
8/6/2015,50,"Riverside, CA",java,1625
8/6/2015,25,"Riverside, CA",machine learning,53
8/6/2015,50,"Riverside, CA",machine learning,352
8/6/2015,25,"Research Triangle Park, NC",C#,552
8/6/2015,50,"Research Triangle Park, NC",C#,562
8/6/2015,25,"Research Triangle Park, NC",C# mvc,113
8/6/2015,50,"Research Triangle Park, NC",C# mvc,117
8/6/2015,25,"Research Triangle Park, NC",C# mvc angular,14
8/6/2015,50,"Research Triangle Park, NC",C# mvc angular,15
8/6/2015,25,"Research Triangle Park, NC",angular,176
8/6/2015,50,"Research Triangle Park, NC",angular,182
8/6/2015,25,"Research Triangle Park, NC",scala,31
8/6/2015,50,"Research Triangle Park, NC",scala,31
8/6/2015,25,"Research Triangle Park, NC",python,490
8/6/2015,50,"Research Triangle Park, NC",python,496
8/6/2015,25,"Research Triangle Park, NC",C++,322
8/6/2015,50,"Research Triangle Park, NC",C++,327
8/6/2015,25,"Research Triangle Park, NC",java,1089
8/6/2015,50,"Research Triangle Park, NC",java,1131
8/6/2015,25,"Research Triangle Park, NC",machine learning,95
8/6/2015,50,"Research Triangle Park, NC",machine learning,102
8/15/2015,25,"Columbia, MD",C#,742
8/15/2015,50,"Columbia, MD",C#,2396
8/15/2015,25,"Columbia, MD",C# mvc,169
8/15/2015,50,"Columbia, MD",C# mvc,532
8/15/2015,25,"Columbia, MD",C# mvc angular,31
8/15/2015,50,"Columbia, MD",C# mvc angular,107
8/15/2015,25,"Columbia, MD",angular,276
8/15/2015,50,"Columbia, MD",angular,828
8/15/2015,25,"Columbia, MD",scala,75
8/15/2015,50,"Columbia, MD",scala,210
8/15/2015,25,"Columbia, MD",python,1341
8/15/2015,50,"Columbia, MD",python,3371
8/15/2015,25,"Columbia, MD",C++,1352
8/15/2015,50,"Columbia, MD",C++,2822
8/15/2015,25,"Columbia, MD",java,2835
8/15/2015,50,"Columbia, MD",java,7891
8/15/2015,25,"Columbia, MD",machine learning,199
8/15/2015,50,"Columbia, MD",machine learning,642
8/15/2015,25,"Washington, DC",C#,1963
8/15/2015,50,"Washington, DC",C#,2423
8/15/2015,25,"Washington, DC",C# mvc,444
8/15/2015,50,"Washington, DC",C# mvc,538
8/15/2015,25,"Washington, DC",C# mvc angular,91
8/15/2015,50,"Washington, DC",C# mvc angular,112
8/15/2015,25,"Washington, DC",angular,710
8/15/2015,50,"Washington, DC",angular,833
8/15/2015,25,"Washington, DC",scala,175
8/15/2015,50,"Washington, DC",scala,209
8/15/2015,25,"Washington, DC",python,2765
8/15/2015,50,"Washington, DC",python,3365
8/15/2015,25,"Washington, DC",C++,2204
8/15/2015,50,"Washington, DC",C++,2797
8/15/2015,25,"Washington, DC",java,6556
8/15/2015,50,"Washington, DC",java,7866
8/15/2015,25,"Washington, DC",machine learning,538
8/15/2015,50,"Washington, DC",machine learning,645
8/15/2015,25,"Baltimore, MD",C#,497
8/15/2015,50,"Baltimore, MD",C#,2271
8/15/2015,25,"Baltimore, MD",C# mvc,90
8/15/2015,50,"Baltimore, MD",C# mvc,514
8/15/2015,25,"Baltimore, MD",C# mvc angular,13
8/15/2015,50,"Baltimore, MD",C# mvc angular,104
8/15/2015,25,"Baltimore, MD",angular,178
8/15/2015,50,"Baltimore, MD",angular,806
8/15/2015,25,"Baltimore, MD",scala,62
8/15/2015,50,"Baltimore, MD",scala,200
8/15/2015,25,"Baltimore, MD",python,1009
8/15/2015,50,"Baltimore, MD",python,3161
8/15/2015,25,"Baltimore, MD",C++,1116
8/15/2015,50,"Baltimore, MD",C++,2607
8/15/2015,25,"Baltimore, MD",java,2089
8/15/2015,50,"Baltimore, MD",java,7438
8/15/2015,25,"Baltimore, MD",machine learning,121
8/15/2015,50,"Baltimore, MD",machine learning,607
8/15/2015,25,"San Jose, CA",C#,882
8/15/2015,50,"San Jose, CA",C#,1795
8/15/2015,25,"San Jose, CA",C# mvc,104
8/15/2015,50,"San Jose, CA",C# mvc,238
8/15/2015,25,"San Jose, CA",C# mvc angular,19
8/15/2015,50,"San Jose, CA",C# mvc angular,38
8/15/2015,25,"San Jose, CA",angular,604
8/15/2015,50,"San Jose, CA",angular,1236
8/15/2015,25,"San Jose, CA",scala,424
8/15/2015,50,"San Jose, CA",scala,1021
8/15/2015,25,"San Jose, CA",python,4860
8/15/2015,50,"San Jose, CA",python,8391
8/15/2015,25,"San Jose, CA",C++,3596
8/15/2015,50,"San Jose, CA",C++,5256
8/15/2015,25,"San Jose, CA",java,5785
8/15/2015,50,"San Jose, CA",java,10610
8/15/2015,25,"San Jose, CA",machine learning,985
8/15/2015,50,"San Jose, CA",machine learning,2007
